Restrição de Atendimento,Escola,Categoria Administrativa,Endereço,Telefone,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Latitude,Longitude,Bairro
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO EDUCACIONAL GIRASSOL KIDS LTDA,Privada,"ALAMEDA DOIS, 774 PARQUE CONTINENTAL. 11348-300 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.956439,-46.456142,PARQUE CONTINENTAL
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL CORA CORALINA,Pública Municipal,"PAULO HORCEL, SN JAPUI. 11325-100 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9883338,-46.3935276,JAPUI
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL VILA MARGARIDA,Pública Municipal,"RIO SERCHIO, SN VILA MARGARIDA. 11330-640 São Vicente - SP.",,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9681164,-46.4017034,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL JULIO PEREIRA DE ANDRADE,Pública Municipal,"DOUTOR ESMERALDO SOARES TARQUINIO DE CAMPOS FILHO, 113 PARQUE DAS BANDEIRAS. 11346-000 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.982742,-46.487191,PARQUE DAS BANDEIRAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE PROGRESSAO PENITENCIARIA,Pública Estadual,"PADRE MANOEL DA NOBREGA, KM283 SAMARITA. 11346-300 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação de Jovens Adultos,-23.9717925,-46.3692271,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAINT MARY S BILINGUAL SCHOOL,Privada,"ANTONIO EMMERICK, 877 VILA CASCATINHA. 11390-001 São Vicente - SP.",(13) 33563212,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9606219,-46.3768475,VILA CASCATINHA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMEI REI PELE,Pública Municipal,"JEQUIE, 628 SAMARITA. 11345-010 São Vicente - SP.",,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,-23.9892772,-46.4748673,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMEI EMILIA,Pública Municipal,"MANOEL SIERRA PEREZ, 256 CIDADE NAUTICA. 11350-650 São Vicente - SP.",,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.939421,-46.42003,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMEI NARIZINHO,Pública Municipal,"MANOEL SIERRA PEREZ, 296 CIDADE NAUTICA. 11350-650 São Vicente - SP.",(13) 34621000,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.937723,-46.419883,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMEI VISCONDE DE SABUGOSA,Pública Municipal,"MANOEL SIERRA PEREZ, 350 CIDADE NAUTICA. 11350-650 São Vicente - SP.",,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.937692,-46.419682,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO DE ENSINO GENESIS,Privada,"CAPITAOMOR AGUIAR, 512 CENTRO. 11310-200 São Vicente - SP.",,Até 50 matrículas de escolarização,Educação Infantil,-23.9678002,-46.3917292,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,INSTITUTO EDUCACIONAL MARQUES DE OLINDA,Privada,"ANTONIO EMMERICK, 410 VILA CASCATINHA. 11390-001 São Vicente - SP.",(13) 33797547,Até 50 matrículas de escolarização,Educação Profissional,-23.9606219,-46.3768475,VILA CASCATINHA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COHAB SAO VICENTE,Pública Estadual,"ALEXANDRE FIGUEIREDO E CUNHA, 170 CIDADE NAUTICA. 11350-580 São Vicente - SP.",(13) 981633391,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.939326,-46.418792,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,PRIMARY EDUCACAO INFANTIL,Privada,"MARTINS FONTES, 1730 ESPLANADA DOS BARREIROS. 11340-010 São Vicente - SP.",,Até 50 matrículas de escolarização,Educação Infantil,-23.9608712,-46.4075627,ESPLANADA DOS BARREIROS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA CAMBALHOTA,Privada,"MARECHAL MASCARENHAS DE MORAES, 390 VILA MARGARIDA. 11330-000 São Vicente - SP.",(13) 34640607,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9659616,-46.4029045,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EVOLUIR CONSTRUIR EDUCACAO INFANTIL,Privada,"JACOB EMERICK, 1062 CENTRO. 11310-070 São Vicente - SP.",,Até 50 matrículas de escolarização,Educação Infantil,-23.9669447,-46.3863237,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL CATIAPOA,Pública Municipal,"VICENTE GIL, 368 CATIAPOA. 11390-320 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9592237,-46.386792,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL VILA NOVA SAO VICENTE,Pública Municipal,"ALFIO BENASSI, 333 VILA NOVA SAO VICENTE. 11346-420 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.989617,-46.489348,VILA NOVA SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL QUARENTENARIO,Pública Municipal,"GOIAS, 740 JARDIM IRMA DOLORES. 11347-515 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9905575,-46.4758194,JARDIM IRMA DOLORES
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL PREDILETO,Privada,"MONTE PLANO, 513 VILA MARGARIDA. 11335-020 São Vicente - SP.",,Até 50 matrículas de escolarização,Educação Infantil,-23.969453,-46.4092504,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA UNIVERSO DO SABER,Privada,"TIBIRICA, 370 CENTRO. 11320-020 São Vicente - SP.",,Até 50 matrículas de escolarização,Educação Infantil,-23.9686012,-46.3840282,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CRECHE MUNICIPAL PROFESSORA ANA CRISTINA SANTOS HENRIQUES,Pública Municipal,"CAIAMORE, 804 VILA MARGARIDA. 11330-703 São Vicente - SP.",,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.966122,-46.405922,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO MOREIRA COELHO DEPUTADO,Pública Estadual,"NOSSA SENHORA APARECIDA, SN PRACA. VILA FATIMA. 11355-340 São Vicente - SP.",(13) 34646511,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9494377,-46.403842,VILA NOSSA SENHORA DE FATIMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ENIO VILAS BOAS PROFESSOR,Pública Estadual,"JOSE JOAQUIM DE AZEVEDO, 1166 RUA. CIDADE NAUTICA. 11355-040 São Vicente - SP.",(13) 34641983,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.94017,-46.4081876,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA THEREZA DA CUNHA PEDROSO PROFESSORA,Pública Estadual,"VITORIA DE SANTO ANTAO, SN RUA. CATIAPOA. 11370-480 São Vicente - SP.",(13) 34682163,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9529603,-46.3858967,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JOSE NIGRO PROFESSOR,Pública Estadual,"DO PARQUE, SN TRAVESSA. CATIAPOA. 11365-330 São Vicente - SP.",(13) 34682499,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9574484,-46.3931389,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ZULMIRA DE ALMEIDA LAMBERT PROFESSORA,Pública Estadual,"CAMPOS, SN RUA. JARDIM INDEPENDENCIA. 11380-560 São Vicente - SP.",(13) 35612827,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.9629923,-46.3695292,JARDIM INDEPENDENCIA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARTIM AFONSO,Pública Estadual,"JOSE BONIFACIO, 102 RUA. CENTRO. 11310-080 São Vicente - SP.",(13) 34681625,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-23.9692813,-46.383432,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,YOLANDA CONTE PROFESSORA,Pública Estadual,"JOSE ADRIANO MARREY JUNIOR, 503 RUA. ESPLANADA DOS BARREIROS. 11340-310 São Vicente - SP.",(13) 34612557,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",-23.9563832,-46.4128049,ESPLANADA DOS BARREIROS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARGARIDA PINHO RODRIGUES,Pública Estadual,"DOUTOR POLYDORO DE OLIVEIRA BITTENCOURT, 300 RUA. VILA MARGARIDA. 11330-570 São Vicente - SP.",(13) 34632335,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9666223,-46.4012189,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ARMANDO VICTORIO BEI,Pública Estadual,"CARIJOS, 1020 RUA. PARQUE SAO VICENTE. 11360-100 São Vicente - SP.",(13) 34649493,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9497288,-46.3978776,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LEOPOLDO JOSE DE SANT ANNA PROFESSOR,Pública Estadual,"PROFESSOR JOSE GONCALVES PAIM, 60 RUA. PARQUE BITARU. 11310-340 São Vicente - SP.",(13) 34683316,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",-23.965866,-46.3938516,PARQUE BITARU
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ANTONIO LUIZ BARREIROS,Pública Estadual,"PAULO HORCEL, 404 RUA. JAPUI. 11325-100 São Vicente - SP.",(13) 35671412,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9880118,-46.3929396,JAPUI
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,LUIZ D AUREA PROFESSOR,Pública Estadual,"OITO, 119 RUA. VILA NOVA SAO VICENTE. 11346-380 São Vicente - SP.",(13) 35661259,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-23.9877548,-46.4897726,VILA NOVA SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,MARIA DULCE MENDES PROFESSORA,Pública Estadual,"TUPI, 500 RUA. PARQUE SAO VICENTE. 11355-500 São Vicente - SP.",(13) 34645390,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",-23.953593,-46.4009204,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESMERALDO SOARES TARQUINIO DE CAMPOS FILHO,Pública Estadual,"DEPUTADO ULISSES GUIMARAES, 180 AVENIDA. JARDIM RIO BRANCO. 11347-000 São Vicente - SP.",(13) 35661164,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9770446,-46.4775255,JARDIM RIO BRANCO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL CAROLINA DANTAS,Pública Municipal,"AURELIO PONNA, 26 RUA. CATIAPOA. 11390-310 São Vicente - SP.",(13) 34672425,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9596994,-46.3838258,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL DUQUE DE CAXIAS,Pública Municipal,"NAPOLEAO LAUREANO, SN PRACA. JARDIM GUASSU. 11370-600 São Vicente - SP.",(13) 35614862,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9517432,-46.3780454,JARDIM GUASSU
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL LIONS CLUBE,Pública Municipal,"COSTA REGO, 533 RUA. VILA SAO JORGE. 11380-140 São Vicente - SP.",(13) 35614982,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9558136,-46.3696327,VILA SAO JORGE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MATTEO BEI I,Pública Municipal,"CARIJOS, 505 PARQUE SAO VICENTE. 11360-100 São Vicente - SP.",(13) 34671683,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.954569,-46.3985838,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL RAQUEL DE CASTRO FERREIRA,Pública Municipal,"NEWTON PRADO, 503 AVENIDA. MORRO DOS BARBOSAS. 11310-160 São Vicente - SP.",(13) 34676021,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9716408,-46.3913308,MORRO DOS BARBOSAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR EDMUNDO CAPELLARI,Pública Municipal,"VITORIA, SN PRACA. VILA VOTURUA. 11380-640 São Vicente - SP.",(13) 35613794,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.961576,-46.3697866,VILA VOTURUA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR CLEMENTE FERREIRA,Pública Municipal,"LARGO PROFESSOR CLEMENTE FERREIRA, SN LARGO. VILA MELO. 11370-050 São Vicente - SP.",(13) 35616168,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9589704,-46.3788343,VILA MELO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL DOM PEDRO I,Pública Municipal,"DOM PEDRO I, SN PRACA. PARQUE SAO VICENTE. 11360-240 São Vicente - SP.",(13) 34624613,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9521141,-46.398293,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MARIO COVAS JUNIOR,Pública Municipal,"NILO DE SOUZA COELHO SENADOR, SN RUA. PARQUE DAS BANDEIRAS. 11346-040 São Vicente - SP.",(13) 35662499,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Educação de Jovens Adultos",-23.9899428,-46.4819632,PARQUE DAS BANDEIRAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,AMEI PARQUE SAO VICENTE MARIA DE LOURDES BATISTA,Pública Municipal,"RUBENS FERREIRA MARTINS, SN PARQUE SAO VICENTE. 11360-230 São Vicente - SP.",(13) 34646146,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,-23.9521516,-46.4001783,PARQUE SAO VICENTE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL CIDADE DE NAHA,Pública Municipal,"GENERAL EITCHEGOYEN, 25 RUA. CATIAPOA. 11370-210 São Vicente - SP.",,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9580943,-46.3830812,CATIAPOA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL ALBERTO SANTOS DUMONT,Pública Municipal,"EDUARDO CACAO, SN RUA. JARDIM RIO BRANCO. 11347-150 São Vicente - SP.",(13) 35661498,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9775809,-46.4777482,JARDIM RIO BRANCO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL CARLOS CALDEIRA,Pública Municipal,"ARMINDO RAMOS, SN PRACA. SAMARITA. 11345-005 São Vicente - SP.",(13) 35662522,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9897581,-46.4755734,SAMARITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA ADILZA DE OLIVEIRA ROSA SOBRAL,Pública Municipal,"31 DE MARCO, SN PRACA. CIDADE NAUTICA. 11335-355 São Vicente - SP.",(13) 34613375,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9412806,-46.4062333,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PADRE JOSE DE ANCHIETA,Pública Municipal,"BRASILIA, SN PRACA. PARQUE BANDEIRAS. 11346-005 São Vicente - SP.",(13) 35662517,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9849958,-46.4849419,PARQUE DAS BANDEIRAS
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR JOSE BORGES FERNANDES,Pública Municipal,"SENADOR SALGADO FILHO, SN AVENIDA. JOQUEI CLUBE. 11360-200 São Vicente - SP.",(13) 34625330,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9426134,-46.3965132,VILA JOQUEI CLUBE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JULIA MARIA DE JESUS CRECHE MUNICIPAL,Pública Municipal,"HATCHIK ARMENIO CATCHJAN, 210 AVENIDA. CONJUNTO RESIDENCIAL HUMAITA. 11349-100 São Vicente - SP.",(13) 35640245,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.9491447,-46.4591377,CONJUNTO RESIDENCIAL HUMAITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL CAIC AYRTON SENNA DA SILVA,Pública Municipal,"IRMA MARIA RITA DE SOUZA BRITO LOPES IRMA DULCE, SN RUA. CONJUNTO RESIDENCIAL HUMAITA. 11349-330 São Vicente - SP.",(13) 34061399,Entre 501 e 1000 matrículas de escolarização,Ensino Fundamental,-23.9502191,-46.4579291,CONJUNTO RESIDENCIAL HUMAITA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA EULINA TRINDADE,Pública Municipal,"JURACY CAMARGO, SN PRACA. VILA MATEO BEI. 11335-355 São Vicente - SP.",(13) 34643937,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.961521,-46.4063103,VILA MATEO BEI
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL REPUBLICA DE PORTUGAL,Pública Municipal,"VINTE E TRES DE MAIO, 265 PRACA. PARQUE BITARU. 11310-170 São Vicente - SP.",(13) 34673496,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",-23.9718088,-46.3930304,PARQUE BITARU
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSOR ANUAR FRAYHA,Pública Municipal,"JOSE ADRIANO MARREY JUNIOR, SN RUA. CIDADE NAUTICA. 11340-310 São Vicente - SP.",(13) 34643482,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9559209,-46.4134028,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROFESSORA KELMA MARIA TOFFETI GONCALVES,Pública Municipal,"IRMA DULCE, SN AVENIDA. CONJUNTO RESIDENCIAL HUMAITA. 11349-000 São Vicente - SP.",(13) 35643477,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.9507765,-46.4555927,CONJUNTO RESIDENCIAL HUMAITA
ESCOLA PARALISADA,UNIDADE EDUCACIONAL PROFESSORA MARIA GUILHERMINA MARTINS MACHADO,Pública Municipal,"AMERICO MARTINS DOS SANTOS, SN RUA. JARDIM PARAISO. 11370-550 São Vicente - SP.",(13) 35616425,,,-23.9522668,-46.3815632,JARDIM PARAISO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL MONTEIRO LOBATO,Pública Municipal,"RIO LARGO, SN RUA. JARDIM NOSSO LAR. 11370-650 São Vicente - SP.",(13) 34681572,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.951815,-46.3876286,JARDIM NOSSO LAR
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL PROVINCIA DE OKINAWA,Pública Municipal,"CIDADE DE CUBATAO, SN RUA. VILA MARGARIDA. 11330-680 São Vicente - SP.",,Entre 201 e 500 matrículas de escolarização,Educação Infantil,-23.967685,-46.4089001,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,UNIDADE EDUCACIONAL VILA EMA,Pública Municipal,"DOUTOR MARCELO RIBEIRO NOGUEIRA, SN RUA. VILA EMA. 11345-300 São Vicente - SP.",(13) 35661864,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9927393,-46.4907148,VILA EMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,TANCREDO NEVES CRECHE MUNICIPAL,Pública Municipal,"NOSSA SENHORA APARECIDA, 551 PRACA. VILA NOSSA FATIMA. 11355-340 São Vicente - SP.",(13) 34630303,Entre 51 e 200 matrículas de escolarização,Educação Infantil,-23.94833271,-46.40414734,VILA NOSSA SENHORA DE FATIMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,SAO VICENTE ATENEU,Privada,"AMADOR BUENO DA RIBEIRA, 252 212. CENTRO. 11320-060 São Vicente - SP.",(13) 34686895,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9667024,-46.3768826,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,NOTRE DAME ESCOLA UNIDADE I,Privada,"PRESIDENTE WILSON, 278 AVENIDA. ITARARE. 11320-000 São Vicente - SP.",(13) 35791212,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9703236,-46.3718591,ITARARE
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,HENRIQUE OSWALD ESCOLA,Privada,"AGUIAR CAPITAOMOR, 223 AVENIDA. CENTRO. 11310-201 São Vicente - SP.",(13) 34683507,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",-23.9694975,-46.3919989,CENTRO
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COLEGIO CULTURA,Privada,"STELIO MACHADO LOUREIRO, 312 VILA NOSSA SENHORA DE FATIMA. 11355-240 São Vicente - SP.",(13) 34639990,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9535871,-46.4049046,VILA NOSSA SENHORA DE FATIMA
ESCOLA PARALISADA,ITA COLEGIO,Privada,"DJALMA DUTRA, 07 RUA. CENTRO. 11310-260 São Vicente - SP.",(13) 976006847,,,-23.9682847,-46.388389,CENTRO
ESCOLA PARALISADA,CRECHE MUNICIPAL SILVIO DE ABREU,Pública Municipal,"ERNESTO SEBASTIAO DO NASCIMENTO, 182 RUA. JAPUI. 11325-070 São Vicente - SP.",(13) 35670330,,,-23.9880961,-46.3958848,JAPUI
ESCOLA PARALISADA,VOVO LENICE CRECHE MUNICIPAL,Pública Municipal,"PADRE ANDRE DE SOVERAL, 281 RUA. VILA EMA. 11345-310 São Vicente - SP.",(13) 35760219,,,-23.9923921,-46.4920569,VILA EMA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EXITO COLEGIO,Privada,"DEODORO MARECHAL, 267 AVENIDA. VILA VALENCA. 11390-100 São Vicente - SP.",(13) 34680429,Entre 51 e 200 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9648028,-46.3795442,VILA VALENCA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,JEAN PIAGET COLEGIO,Privada,"STELIO MACHADO LOUREIRO, 694 710. CIDADE NAUTICA. 11355-240 São Vicente - SP.",(13) 34621143,Entre 501 e 1000 matrículas de escolarização,"Educação Infantil, Ensino Fundamental, Ensino Médio",-23.9500421,-46.4050013,CIDADE NAUTICA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA DE EDUCACAO INFANTIL SEMENTINHA,Privada,"MONTE PLANO, 154 RUA. VILA MARGARIDA. 11335-020 São Vicente - SP.",(13) 34640555,Até 50 matrículas de escolarização,Educação Infantil,-23.96274,-46.39965,VILA MARGARIDA
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EXEMPLO COLEGIO,Privada,"SEBASTIAO RIBEIRO DA SILVA, 5 RUA. CONJUNTO RESIDENCIAL HUMAITA. 11349-140 São Vicente - SP.",(13) 35642887,Entre 201 e 500 matrículas de escolarização,"Educação Infantil, Ensino Fundamental",-23.9494052,-46.4586447,CONJUNTO RESIDENCIAL HUMAITA
