NOME,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,DS_TURNO_ATENDIMENTO,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_AMBULATORIAL_SUS
I T CAVALCANTE CLINICA SAO VICENTE,11310421,RUA IPIRANGA,345,CENTRO,1340421570,-239645974411.0,-463874745369.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CLINICA FARES SAO VICENTE,11310040,R QUINZE DE NOVEMBRO,176,CENTRO,1139863503,-239631703.0,-463852566.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CONSULTORIO DE PSICOLOGIA VITALITE SAUDE SAO VICENTE,11310060,RUA FREI GASPAR,637,CENTRO,13991056373,-239497554.0,-464118183.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,0.0,0.0,NAO
CLINICA IPIRANGA LTDA SAO VICENTE,11320110,RUA GONCALO MONTEIRO,154,CENTRO,1334689912,-239687.0,-463730926.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
MARIA BEATRIZ ESTOGIO SILVA SAO VICENTE,11310071,RUA JACOB EMERICK,365,CENTRO,13996256002,-239650115.0,-463915472.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,0.0,0.0,NAO
E T S FISIOTERAPIA SAO VICENTE,11310061,RUA FREI GASPAR,739,CENTRO,1334612270,-23965628.0,-46386671.0,"ATENDIMENTO NOS TURNOS DA MANHA, TARDE E NOITE",0.0,0.0,0.0,0.0,1.0,0.0,NAO
DOMINIO IMAGEM SAO VICENTE,11310040,RUA PADRE ANCHIETA,224,CENTRO,1334714143,-23968142.0,-46384879.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
CSS EXAMES PSICOTECNICOS SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,576,CENTRO,13988100626,-23963728.0,-46385414.0,ATENDIMENTOS NOS TURNOS DA MANHA E A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
DANIELA MARIA BUENO DE VARGAS SAO VICENTE,11310400,RUA QUINZE DE NOVEMBRO,576,CENTRO,1334665401,-23963706.0,-46385435.0,ATENDIMENTO SOMENTE A TARDE,0.0,0.0,0.0,0.0,1.0,0.0,NAO
SAMU 192 SAO VICENTE 8,11355230,PRACA IMIGRACAO JAPONESA,S/N,CIDADE NAUTICA,1334637876,-23950627.0,-46406641.0,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,,,,0.0,0.0,NAO
